Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
6:15,7BLTE,0,0.404,0.022,0.009,0.232,0.313,1.021,0.01,2,2,4,0
5:45,5ALTE,1.011,0.505,0.16,0.016,5.527,0.196,1.041,1.011,3,1,4,0
13:00,4BLTE,15.124,1.99,0.514,0.062,20.239,0.724,1.224,1.055,6,4,10,1
8:45,2ALTE,0.909,0.808,0.417,0.03,7.192,0.312,1.011,0.01,1,1,2,0
12:45,5ALTE,6.07,0.995,0.232,0.04,7.518,2.14,1.055,1.025,3,3,6,1
6:15,5ALTE,0.707,0.404,0.012,0.006,0.214,0.043,1.021,1.011,2,2,4,0
3:45,7WLTE,0.202,1.112,0.282,0.013,38.038,0.374,1.031,0.01,3,2,5,0
7:45,7BLTE,0.101,0.909,0.308,0.015,40.11,0.832,1.041,0.01,3,2,5,0
10:00,7CLTE,1.011,5.962,4.69,0.103,42.446,1.355,1.314,0.01,5,4,9,0
13:00,6VLTE,1.516,2.93,0.362,0.042,9.345,2.341,1.273,0.01,5,3,8,0
19:15,4CLTE,18.607,3.483,0.789,0.077,24.055,1.175,1.323,1.313,6,5,11,1
19:30,5BLTE,11.217,0.707,0.078,0.034,4.297,0.973,1.142,1.041,4,3,7,0
9:00,4ALTE,3.184,0.796,0.326,0.025,7.996,0.279,1.035,1.005,3,2,5,1
7:00,1BLTE,2.388,0.796,0.372,0.033,17.502,1.145,1.025,0.995,3,2,5,1
5:45,7ULTE,0.597,6.667,1.001,0.049,14.615,0.551,1.025,0.01,3,2,5,1
1:30,7ALTE,0.101,0.505,0.069,0.01,2.708,0.132,1.041,0.01,3,2,5,0
14:45,3BLTE,11.841,1.393,0.296,0.042,8.004,1.331,1.144,1.055,4,4,8,1
7:30,1BLTE,4.446,0.505,0.078,0.018,3.831,0.319,1.051,1.011,3,2,5,0
10:45,3ALTE,7.363,0.995,0.163,0.028,2.574,0.648,1.095,1.025,4,3,7,1
23:45,10ALTE,11.94,1.891,0.55,0.043,15.742,0.452,1.095,1.055,4,3,7,1
17:15,10CLTE,5.154,1.011,0.328,0.031,21.703,0.65,1.061,1.021,3,2,5,0
4:00,6ULTE,0.101,2.627,1.757,0.052,14.234,0.41,1.021,0.01,2,1,3,0
6:00,9BLTE,1.194,0.398,0.037,0.01,1.225,0.182,1.005,0.995,2,1,3,1
5:15,7WLTE,0.303,1.718,0.78,0.022,19.052,0.642,1.101,0.01,3,2,5,0
10:45,6ULTE,0.896,1.393,0.2,0.051,26.805,4.286,1.095,0.01,3,3,6,1
12:15,7BLTE,0.1,1.194,0.264,0.019,13.326,0.392,1.075,0.01,5,2,7,1
3:30,8CLTE,0.404,0.404,0.069,0.016,1.162,0.153,1.011,1.011,2,1,3,0
14:45,6WLTE,1.194,2.886,0.579,0.069,19.037,3.471,1.184,0.01,5,2,7,1
1:15,10ALTE,6.669,0.606,0.049,0.026,3.381,3.544,1.071,1.021,4,2,6,0
22:30,7ALTE,0.398,4.179,2.758,0.039,56.998,0.527,1.095,0.01,4,3,7,1
11:45,3CLTE,2.687,0.796,0.252,0.026,5.023,0.383,1.025,1.005,3,2,5,1
18:15,9ALTE,5.457,0.707,0.125,0.032,5.009,3.382,1.091,1.061,3,3,6,0
11:45,7ULTE,4.446,5.76,0.922,0.132,25.624,2.985,1.9,0.01,8,5,13,0
14:15,7BLTE,0.909,1.718,0.404,0.071,11.754,2.704,1.485,0.01,7,4,11,0
15:15,6VLTE,2.985,6.667,0.855,0.071,13.839,1.191,1.353,0.01,6,4,10,1
22:00,6BLTE,24.555,5.558,0.858,0.079,16.955,0.581,1.324,0.01,7,4,11,0
7:30,8ALTE,5.97,0.995,0.287,0.027,6.396,0.359,1.065,1.015,4,3,7,1
20:15,5ALTE,5.075,2.289,0.839,0.043,11.403,0.463,1.085,1.055,4,4,8,1
22:00,1ALTE,18.997,4.244,1.474,0.095,57.838,1.15,1.314,1.081,6,4,10,0
14:00,9ALTE,11.217,1.819,0.404,0.049,13.452,0.752,1.192,1.132,5,4,9,0
10:00,8BLTE,6.368,0.995,0.25,0.033,8.249,0.551,1.095,1.015,4,3,7,1
19:30,9ALTE,3.436,0.808,0.171,0.025,3.73,0.461,1.071,1.021,3,2,5,0
14:45,7CLTE,0.1,0.597,0.094,0.014,2.741,0.186,1.035,0.01,3,2,5,1
21:45,8BLTE,13.642,3.638,1.093,0.084,27.99,1.115,1.314,1.071,7,4,11,0
13:15,9BLTE,5.075,0.697,0.303,0.025,25.321,0.592,1.035,1.015,3,2,5,1
2:00,4CLTE,6.063,0.808,0.277,0.022,12.12,0.781,1.152,1.021,4,4,8,0
16:45,6ALTE,11.217,1.819,0.654,0.064,15.849,0.95,1.192,0.01,5,3,8,0
7:00,1BLTE,3.133,0.707,0.279,0.031,12.198,2.867,1.041,1.011,3,2,5,0
2:15,1ALTE,4.577,0.597,0.11,0.018,25.428,0.384,1.035,0.995,3,2,5,1
12:15,5BLTE,31.629,4.547,1.148,0.195,41.757,5.086,1.677,1.445,8,8,16,0
23:45,6VLTE,2.728,5.962,1.04,0.054,18.069,0.612,1.223,0.01,5,3,8,0
11:15,8ALTE,25.97,2.425,0.824,0.15,27.351,2.201,1.475,1.213,7,6,13,0
13:15,10CLTE,3.682,0.697,0.159,0.015,10.849,0.4,1.025,0.995,3,2,5,1
13:15,5BLTE,30.012,4.244,1.621,0.153,69.969,2.524,1.617,1.354,8,7,15,0
8:30,2ALTE,0.101,0.404,0.003,0.016,0.007,0.035,1.011,0.01,1,1,2,0
3:45,1CLTE,21.094,2.289,0.749,0.099,29.456,0.966,1.294,1.104,5,4,9,1
10:30,6ULTE,0.796,1.493,0.215,0.033,11.022,0.459,1.075,0.01,3,3,6,1
8:00,4CLTE,10.307,1.314,0.179,0.028,8.296,0.333,1.112,1.041,4,3,7,0
19:30,6ULTE,2.526,3.133,0.5,0.067,22.513,1.311,1.314,0.01,6,4,10,0
3:45,6ULTE,0.303,1.819,0.42,0.018,8.732,0.148,1.051,0.01,4,2,6,0
0:15,6BLTE,19.301,3.941,1.472,0.294,48.169,45.758,1.253,0.01,5,4,9,0
3:15,7ALTE,0.101,0.606,0.281,0.028,6.668,1.157,1.031,0.01,2,1,3,0
12:15,3BLTE,22.837,4.042,0.843,0.157,21.772,1.631,1.586,1.637,9,7,16,0
9:00,10ALTE,23.848,2.829,0.825,0.104,27.205,0.888,1.354,1.192,6,5,11,0
18:45,1BLTE,17.785,2.324,0.767,0.111,31.136,1.951,1.394,1.101,7,4,11,0
8:30,7VLTE,1.819,1.415,0.14,0.032,9.761,0.32,1.101,0.01,4,3,7,0
16:15,1BLTE,17.482,4.244,1.316,0.1,42.819,1.015,1.364,1.091,7,5,12,0
5:45,3BLTE,6.265,1.314,0.354,0.043,27.366,0.565,1.031,1.011,3,2,5,0
17:15,1ALTE,12.04,1.692,0.482,0.067,22.459,1.95,1.234,1.095,5,4,9,1
13:15,6WLTE,1.516,4.042,0.536,0.05,17.444,0.97,1.314,0.01,5,3,8,0
23:45,8BLTE,6.669,1.011,0.257,0.035,14.775,0.713,1.091,1.021,4,2,6,0
7:45,3ALTE,14.349,2.526,0.564,0.057,15.815,0.621,1.233,1.122,6,4,10,0
13:15,9BLTE,5.154,0.808,0.233,0.035,10.574,0.452,1.061,1.021,3,2,5,0
2:15,7ALTE,0.1,0.697,0.233,0.015,16.977,0.273,1.015,0.01,2,2,4,1
1:00,6WLTE,0.597,1.692,0.345,0.025,9.118,0.703,1.085,0.01,4,3,7,1
12:45,3ALTE,12.736,3.184,0.619,0.059,22.26,1.447,1.184,1.065,5,3,8,1
22:45,3BLTE,9.095,1.213,0.212,0.032,12.091,0.385,1.091,1.061,4,3,7,0
5:00,1CLTE,13.44,0.505,0.019,0.008,2.595,0.14,1.061,1.011,4,2,6,0
23:00,6ALTE,6.269,2.587,1.443,0.103,14.398,1.036,1.154,0.01,5,3,8,1
0:45,7BLTE,0.202,0.909,0.289,0.029,25.563,0.933,1.172,0.01,5,3,8,0
3:30,6ULTE,0.202,0.808,0.053,0.019,2.257,0.203,1.021,0.01,2,2,4,0
12:30,1BLTE,15.562,2.324,0.727,0.059,42.086,1.611,1.263,1.051,6,3,9,0
12:15,5BLTE,27.486,4.042,1.055,0.145,18.177,1.916,1.556,1.354,8,7,15,0
21:15,6ALTE,8.791,1.112,0.279,0.055,14.396,1.511,1.142,0.01,4,3,7,0
17:30,3CLTE,7.377,1.314,0.338,0.03,6.161,2.202,1.091,1.031,4,3,7,0
17:30,5ALTE,7.377,1.213,0.274,0.047,10.581,0.498,1.182,1.031,5,3,8,0
14:00,4CLTE,18.896,4.648,0.998,0.118,25.651,6.735,1.405,1.273,6,5,11,0
10:30,5CLTE,21.322,2.122,0.547,0.073,13.715,0.513,1.324,1.071,6,4,10,0
2:30,3BLTE,25.97,4.478,0.908,0.131,17.284,1.147,1.711,1.294,7,6,13,1
20:45,3CLTE,4.648,0.808,0.112,0.021,10.103,0.319,1.071,1.031,3,3,6,0
14:45,6ULTE,2.223,2.829,0.549,0.08,13.435,1.817,1.496,0.01,7,4,11,0
23:30,7ALTE,0,0.404,0.046,0.009,3.271,0.11,1.051,0.01,2,2,4,0
8:15,7WLTE,1.516,3.335,0.733,0.08,24.71,0.801,1.374,0.01,6,4,10,0
21:30,3ALTE,13.234,8.159,1.178,0.113,20.691,6.051,1.294,1.164,5,4,9,1
12:45,8CLTE,7.175,2.021,0.319,0.03,15.812,2.107,1.091,1.021,3,2,5,0
5:45,7ULTE,0.202,1.011,0.141,0.021,7.411,0.524,1.021,0.01,3,2,5,0
2:00,4CLTE,9.499,1.516,0.505,0.04,25.56,0.705,1.122,1.041,3,3,6,0
7:15,3BLTE,7.377,2.122,0.746,0.052,30.255,1.213,1.101,1.051,4,3,7,0
9:00,4BLTE,10.945,1.294,0.395,0.054,17.37,1.422,1.174,1.055,5,4,9,1
17:15,1BLTE,19.604,4.143,1.235,0.096,46.604,0.87,1.394,1.132,7,5,12,0
10:45,4BLTE,26.374,9.196,1.915,0.127,47.644,1.224,1.617,1.293,8,6,14,0
20:00,1ALTE,17.015,2.388,0.605,0.078,16.781,0.733,1.274,1.075,6,4,10,1
11:15,6WLTE,4.345,5.457,0.917,0.156,20.01,2.316,1.637,0.01,7,5,12,0
11:00,6VLTE,1.213,5.154,1.252,0.039,30.52,0.57,1.192,0.01,5,3,8,0
2:30,3ALTE,7.377,1.112,0.227,0.034,6.13,2.524,1.091,1.041,3,3,6,0
2:00,6ALTE,2.728,0.404,0.022,0.011,2.216,0.166,1.031,0.01,2,2,4,0
18:30,1CLTE,32.538,7.579,2.608,0.15,28.221,1.046,1.688,1.405,8,7,15,0
5:00,10BLTE,0.404,0.404,0.365,0.032,14.506,0.765,1.011,1.011,1,1,2,0
22:00,6VLTE,2.627,5.962,0.597,0.063,14.838,0.68,1.435,0.01,8,4,12,0
5:30,6ALTE,2.122,0.404,0.023,0.012,0.436,0.151,1.011,0.01,2,1,3,0
21:00,10BLTE,10.61,1.314,0.47,0.07,18.228,0.678,1.162,1.061,4,3,7,0
21:45,6WLTE,1.99,3.284,0.281,0.103,15.552,2.317,1.234,0.01,4,3,7,1
20:45,1BLTE,15.865,2.526,0.744,0.067,22.94,0.783,1.253,1.061,6,4,10,0
4:15,4ALTE,0.606,0.404,0.012,0.008,0.099,0.08,1.021,1.011,2,1,3,0
21:15,8ALTE,24.858,13.844,4.17,0.192,34.701,1.566,1.738,1.314,8,6,14,0
2:00,2ALTE,0,0.404,0.017,0.01,0.046,0.043,1.011,0.01,1,1,2,0
5:00,4ALTE,2.122,0.505,0.131,0.016,3.521,0.215,1.021,1.011,2,2,4,0
17:30,8CLTE,5.861,0.909,0.189,0.025,11.688,0.41,1.081,1.021,4,3,7,0
2:45,7BLTE,0.101,0.606,0.173,0.02,4.993,0.245,1.101,0.01,4,2,6,0
12:15,3BLTE,27.284,6.467,1.383,0.149,44.802,1.54,1.809,1.647,8,8,16,0
11:15,10BLTE,8.892,1.112,0.298,0.041,7.535,0.548,1.142,1.031,4,3,7,0
22:00,10BLTE,4.244,0.808,0.331,0.019,5.738,0.451,1.041,1.021,3,2,5,0
14:30,8BLTE,7.662,2.09,0.758,0.077,35.656,5.245,1.164,1.025,4,3,7,1
16:15,6WLTE,1.294,3.284,0.558,0.05,20.083,1.555,1.184,0.01,5,3,8,1
10:45,6CLTE,5.473,0.697,0.167,0.03,8.267,1.031,1.055,0.01,3,2,5,1
18:15,4ALTE,9.297,1.92,0.591,0.058,27.319,0.727,1.202,1.061,4,4,8,0
12:15,1CLTE,23.545,3.133,0.764,0.153,30.729,4.939,1.627,1.405,7,7,14,0
11:30,5CLTE,23.545,3.032,0.679,0.118,16.261,0.989,1.536,1.142,6,4,10,0
16:30,5BLTE,17.214,2.786,0.522,0.064,13.012,0.966,1.204,1.085,5,4,9,1
17:30,10CLTE,11.217,1.516,0.396,0.046,11.108,1.187,1.152,1.051,4,3,7,0
1:15,7VLTE,1.516,3.335,0.506,0.043,13.696,0.43,1.162,0.01,4,3,7,0
15:15,3CLTE,11.419,1.92,0.569,0.059,15.782,1.067,1.243,1.061,5,4,9,0
16:00,7BLTE,0.808,2.223,0.785,0.095,19.24,1.502,1.586,0.01,8,4,12,0
14:00,10ALTE,19.301,2.526,0.668,0.094,32.924,0.941,1.354,1.152,5,4,9,0
1:45,6ALTE,1.592,0.697,0.341,0.023,20.443,0.888,1.015,0.01,3,2,5,1
2:15,10ALTE,3.335,0.505,0.078,0.015,1.722,0.155,1.021,1.011,3,2,5,0
3:45,7CLTE,0,0.498,0.167,0.022,3.164,0.286,0.995,0.01,2,2,4,1
14:00,2ALTE,0.202,0.404,0.2,0.03,3.94,0.229,1.011,0.01,1,1,2,0
9:15,5ALTE,12.833,1.314,0.32,0.05,19.366,1.024,1.152,1.061,4,4,8,0
7:15,4ALTE,0.995,0.597,0.299,0.023,24.677,0.315,0.995,0.995,2,2,4,1
3:30,3CLTE,0.299,0.398,0.011,0.006,0.101,0.039,0.995,0.995,1,1,2,1
11:00,7ULTE,4.143,5.457,0.782,0.106,38.378,2.869,1.526,0.01,7,5,12,0
3:30,7ULTE,0.299,1.095,0.239,0.022,4.89,0.435,1.005,0.01,2,2,4,1
15:00,6WLTE,1.415,2.324,0.235,0.038,3.778,1.143,1.233,0.01,5,3,8,0
23:00,4BLTE,18.189,2.526,0.749,0.08,18.316,1.008,1.293,1.152,6,4,10,0
0:45,3BLTE,6.164,1.011,0.268,0.028,15.641,1.106,1.081,1.041,4,3,7,0
11:30,6ULTE,5.154,3.941,1.032,0.749,61.216,20.461,1.233,0.01,5,3,8,0
10:00,4CLTE,14.03,2.488,0.769,0.076,20.545,0.769,1.254,1.114,6,5,11,1
3:15,6ULTE,0.303,1.314,1.105,0.062,24.491,0.929,1.021,0.01,2,2,4,0
16:15,10ALTE,8.589,2.324,0.699,0.045,20.658,0.728,1.152,1.071,4,3,7,0
17:00,6VLTE,1.617,2.829,0.324,0.054,12.155,1.062,1.304,0.01,6,3,9,0
1:15,8ALTE,14.652,2.425,0.867,0.08,17.018,0.899,1.293,1.132,6,4,10,0
22:15,1ALTE,16.875,2.425,0.781,0.09,20.104,1.026,1.314,1.081,6,4,10,0
5:30,5BLTE,4.648,0.404,0.009,0.006,0.161,0.197,1.021,1.011,2,2,4,0
8:00,5CLTE,3.582,0.697,0.256,0.013,44.965,0.712,1.015,0.995,3,2,5,1
5:30,7ULTE,0.597,3.881,0.809,0.045,17.078,0.969,1.045,0.01,3,2,5,1
9:15,7ULTE,0.796,1.99,0.275,0.027,7.244,0.455,1.095,0.01,4,3,7,1
9:45,7WLTE,1.718,2.425,0.338,0.05,21.168,0.709,1.243,0.01,5,3,8,0
17:00,1CLTE,34.427,5.473,1.948,0.173,18.549,1.935,1.811,1.502,8,7,15,1
22:45,10ALTE,12.025,1.516,0.439,0.036,29.928,0.548,1.152,1.041,5,4,9,0
2:15,7ULTE,0.202,1.112,0.195,0.013,45.591,0.697,1.031,0.01,2,2,4,0
3:15,10BLTE,0.597,0.398,0.019,0.015,0.95,1.045,0.995,0.995,1,1,2,1
15:00,9BLTE,3.133,0.505,0.07,0.051,1.403,0.944,1.061,1.021,4,2,6,0
17:15,3CLTE,4.648,0.909,0.41,0.032,41.483,0.662,1.081,1.021,3,2,5,0
21:45,5BLTE,12.438,3.284,0.391,0.035,10.466,0.379,1.114,1.075,4,4,8,1
21:45,5CLTE,14.652,8.084,2.486,0.097,20.773,1.102,1.243,1.101,6,4,10,0
3:15,8CLTE,0.303,0.404,0.066,0.015,2.771,0.336,1.011,1.011,1,1,2,0
15:15,9BLTE,2.829,0.606,0.09,0.015,4.582,0.335,1.031,1.011,2,2,4,0
7:30,6VLTE,0.404,1.112,0.07,0.016,2.154,0.228,1.051,0.01,3,2,5,0
11:00,5ALTE,13.541,5.76,1.167,0.069,42.855,1.281,1.304,1.081,5,4,9,0
21:45,7VLTE,2.122,2.829,0.225,0.059,5.384,1.124,1.364,0.01,6,4,10,0
13:15,7CLTE,0.505,1.213,0.37,0.054,16.731,1.71,1.253,0.01,7,3,10,0
23:00,6BLTE,22.231,2.223,0.383,0.077,20.62,2.464,1.293,0.01,5,4,9,0
0:30,4ALTE,4.648,1.314,0.45,0.038,20.114,0.437,1.081,1.021,3,2,5,0
23:15,7ALTE,0.202,1.112,0.508,0.037,42.035,0.903,1.061,0.01,3,2,5,0
9:15,7ALTE,0.505,1.415,0.332,0.045,5.782,2.27,1.213,0.01,5,3,8,0
14:45,9ALTE,4.478,0.597,0.091,0.022,5.565,0.26,1.035,1.015,3,3,6,1
20:00,6CLTE,7.781,1.213,0.304,0.046,9.819,0.838,1.152,0.01,4,3,7,0
19:30,7VLTE,3.133,4.345,0.518,0.125,19.595,3.837,1.526,0.01,8,5,13,0
5:45,3BLTE,4.244,0.808,0.233,0.024,22.976,0.468,1.051,1.021,3,3,6,0
1:15,6ALTE,5.154,0.707,0.232,0.025,11.046,0.669,1.061,0.01,3,2,5,0
8:15,9ALTE,4.345,0.707,0.176,0.026,5.299,0.407,0,0,,,#¡VALOR!,0
22:15,10ALTE,9.6,2.526,0.3,0.038,5.982,0.455,1.081,1.041,4,3,7,0
4:15,7BLTE,0.1,0.597,0.063,0.015,2.45,0.477,1.065,0.01,4,2,6,1
5:00,9BLTE,1.493,0.398,0.022,0.011,0.273,0.282,0.995,0.995,2,1,3,1
4:00,1BLTE,4.244,0.505,0.047,0.008,2.829,0.22,1.031,1.011,3,2,5,0
5:00,10CLTE,1.112,0.404,0.012,0.005,0.164,0.061,1.021,1.011,2,1,3,0
13:30,10CLTE,5.76,0.606,0.085,0.04,4.225,0.609,1.091,1.041,4,3,7,0
16:15,10CLTE,4.042,0.505,0.073,0.015,7.582,0.487,1.051,1.021,3,2,5,0
8:15,7ULTE,0.808,2.526,0.451,0.039,18.334,0.578,1.182,0.01,4,3,7,0
8:45,6VLTE,0.808,1.92,0.284,0.029,7.944,1.237,1.081,0.01,3,3,6,0
4:00,6BLTE,11.542,5.771,4.019,0.608,67.298,45.998,1.114,0.01,4,3,7,1
8:00,5ALTE,5.861,0.909,0.11,0.024,2.921,0.659,1.081,1.021,4,3,7,0
16:00,6ALTE,11.621,1.213,0.464,0.08,85.824,4.155,1.182,0.01,5,3,8,0
22:00,3CLTE,1.718,0.505,0.025,0.011,0.496,0.124,1.021,1.011,2,1,3,0
17:00,5BLTE,10.348,1.095,0.181,0.042,7.141,2.137,1.144,1.075,4,4,8,1
3:30,3BLTE,2.223,0.505,0.054,0.021,2.46,0.339,1.031,1.011,2,2,4,0
16:00,6ULTE,1.493,2.09,0.239,0.028,7.55,0.495,1.124,0.01,4,3,7,1
3:15,7CLTE,0,0.404,0.148,0.019,3.813,0.208,1.021,0.01,2,1,3,0
6:45,9BLTE,1.617,0.707,0.539,0.013,60.989,0.62,1.021,1.011,2,2,4,0
9:45,6BLTE,10.61,2.627,1.096,0.037,15.516,0.814,1.081,0.01,3,3,6,0
23:30,10BLTE,3.234,0.808,0.659,0.014,15.777,0.19,1.021,1.091,2,3,5,0
22:30,7ULTE,0.707,2.223,0.391,0.046,12.565,0.631,1.122,0.01,4,3,7,0
10:30,5ALTE,14.854,2.021,0.772,0.058,16.897,0.682,1.202,1.061,6,3,9,0
3:30,10BLTE,1.415,0.505,0.192,0.021,6.245,0.431,1.031,1.011,2,2,4,0
19:45,10CLTE,11.014,1.516,0.515,0.052,24.957,0.807,1.202,1.041,5,3,8,0
1:45,5BLTE,6.866,1.194,0.117,0.017,4.691,0.183,1.035,1.015,4,3,7,1
9:30,4ALTE,3.184,0.597,0.1,0.171,5.532,0.86,1.015,0.995,2,2,4,1
4:30,1BLTE,2.189,0.597,0.165,0.024,17.382,1.094,1.025,0.995,3,2,5,1
20:45,1BLTE,21.726,2.122,0.615,0.122,18.036,1.944,1.374,1.091,6,4,10,0
3:30,4CLTE,7.276,0.808,0.127,0.043,10.021,0.643,1.061,1.021,3,2,5,0
20:00,9BLTE,3.638,0.606,0.084,0.012,5.821,0.262,1.031,1.011,2,2,4,0
7:15,8ALTE,5.053,0.707,0.242,0.033,13.611,0.61,1.071,1.031,3,3,6,0
11:15,3ALTE,33.347,5.356,1.302,0.178,30.85,1.348,2.021,1.597,10,7,17,0
10:30,5CLTE,25.06,3.436,1.15,0.183,27.179,4.802,1.546,1.233,6,5,11,0
16:15,3BLTE,9.652,0.796,0.133,0.031,18.27,1.203,1.104,1.065,3,3,6,1
14:15,6VLTE,2.728,6.972,1.183,0.104,20.84,1.164,1.576,0.01,7,4,11,0
23:00,3ALTE,10.408,4.244,1.139,0.051,32.903,0.961,1.152,1.071,4,4,8,0
14:30,4ALTE,4.677,1.493,0.652,0.039,58.851,0.831,1.085,1.015,3,2,5,1
21:45,4ALTE,5.274,1.095,0.244,0.03,11.635,0.627,1.104,1.015,4,2,6,1
9:45,4BLTE,21.827,2.223,0.466,0.073,16.585,0.847,1.394,1.122,7,5,12,0
23:00,1ALTE,14.248,1.819,0.46,0.059,15.886,0.621,1.202,1.061,5,4,9,0
1:45,8CLTE,1.011,0.404,0.044,0.025,1.804,0.265,1.021,1.011,3,1,4,0
19:30,7ALTE,0.202,1.617,0.747,0.03,43.169,0.48,1.112,0.01,3,3,6,0
10:45,8ALTE,11.94,1.393,0.518,0.08,43.096,3.977,1.164,1.035,4,4,8,1
0:45,8ALTE,12.53,2.425,1.05,0.052,34.193,0.778,1.192,1.071,5,4,9,0
21:00,2ALTE,0.606,0.404,0.062,0.012,0.339,0.057,1.011,0.01,1,1,2,0
20:45,7ULTE,1.112,3.133,0.443,0.038,14.947,0.634,1.243,0.01,5,3,8,0
2:15,3BLTE,3.032,0.707,0.288,0.018,35.855,0.701,1.031,1.021,3,2,5,0
22:00,2ALTE,0.101,0.404,0.052,0.018,0.217,0.064,1.011,0.01,1,1,2,0
18:30,2ALTE,0.303,0.404,0.01,0.004,0.091,0.023,1.011,0.01,1,1,2,0
16:30,7BLTE,0.606,3.739,0.874,0.094,48.254,1.803,1.506,0.01,7,4,11,0
12:30,8ALTE,30.921,5.154,1.836,0.182,40.037,1.56,1.647,1.374,7,6,13,0
4:30,2ALTE,0,0.404,0,0,0,0,0,0,0,0,0,0
17:15,8ALTE,20.008,1.92,0.426,0.091,19.812,5.932,1.334,1.152,5,4,9,0
2:45,7VLTE,0.697,1.095,0.131,0.015,2.716,0.339,1.045,0.01,3,2,5,1
18:30,10ALTE,8.892,1.415,0.735,0.07,43.093,1.645,1.132,1.041,4,3,7,0
9:45,9BLTE,3.84,0.606,0.093,0.037,1.219,0.66,1.061,1.021,3,3,6,0
2:45,10CLTE,1.415,0.505,0.288,0.016,12.822,0.324,1.031,1.011,3,1,4,0
9:30,8BLTE,19.503,3.739,1.103,0.114,26.682,1.17,1.425,1.142,6,5,11,0
5:45,9ALTE,0.505,0.404,0.039,0.014,0.546,0.193,1.011,1.011,2,1,3,0
5:30,6ALTE,0.808,0.404,0.02,0.009,0.223,0.093,1.031,0.01,2,2,4,0
17:15,7WLTE,0.909,1.516,0.139,0.028,5.485,0.488,1.112,0.01,4,3,7,0
3:45,7ULTE,0.101,0.808,0.003,0.002,0.104,0.109,1.021,0.01,2,2,4,0
2:00,6WLTE,1.095,3.881,0.772,0.036,9.735,0.638,1.075,0.01,3,3,6,1
23:00,5CLTE,10.307,1.617,0.736,0.047,56.011,1.043,1.152,1.031,4,4,8,0
14:45,7WLTE,2.223,3.234,0.361,0.167,14.36,1.307,1.506,0.01,7,4,11,0
21:00,5BLTE,12.429,3.436,0.47,0.042,14.502,1.038,1.192,1.202,5,4,9,0
16:45,6WLTE,1.92,5.457,0.724,0.066,19.95,1.044,1.334,0.01,6,4,10,0
14:30,1ALTE,20.715,3.436,1.018,0.103,66.506,5.231,1.314,1.091,6,4,10,0
3:15,1ALTE,1.415,0.404,0.034,0.009,4.419,0.152,1.021,1.011,2,2,4,0
10:45,8ALTE,24.757,3.133,0.969,0.095,24.063,1.083,1.374,1.132,6,5,11,0
0:15,8ALTE,12.53,4.547,1.584,0.074,40.886,3.666,1.202,1.081,5,4,9,0
1:45,6WLTE,5.76,1.617,0.13,0.142,20.623,1.125,1.142,0.01,5,4,9,0
17:00,6CLTE,8.488,1.011,0.27,0.04,20.904,0.785,1.112,0.01,5,3,8,0
16:15,7BLTE,0.707,1.718,0.676,0.087,25.449,1.317,1.516,0.01,6,3,9,0
11:00,4ALTE,2.786,0.896,0.362,0.031,8.915,0.841,1.035,0.995,3,2,5,1
10:45,5ALTE,12.227,1.819,0.651,0.07,66.8,2.294,1.172,1.051,6,3,9,0
15:30,1BLTE,21.524,7.074,1.978,0.132,24.409,2.237,1.506,1.243,7,5,12,0
7:15,5CLTE,2.985,0.498,0.035,0.009,3.907,0.337,1.045,0.995,3,2,5,1
0:30,2ALTE,0,0.404,0,0,0,0,1.011,0,1,0,1,0
11:15,7WLTE,1.718,4.648,1.12,0.071,60.833,0.522,1.374,0.01,5,3,8,0
4:30,6CLTE,1.819,0.505,0.079,0.011,5.297,0.191,1.041,0.01,2,2,4,0
17:45,6ULTE,2.021,3.234,0.486,0.061,12.469,0.518,1.324,0.01,5,4,9,0
1:00,8BLTE,2.122,0.606,0.151,0.032,6.45,3.17,1.031,1.011,3,2,5,0
5:15,8CLTE,0.505,0.404,0.052,0.017,0.934,0.208,1.011,1.011,1,1,2,0
11:45,10CLTE,2.687,0.697,0.101,0.02,3.745,0.433,1.015,1.005,2,2,4,1
15:00,4BLTE,30.921,6.164,1.805,0.178,34.199,1.252,1.91,1.415,8,6,14,0
5:00,5BLTE,7.882,1.011,0.291,0.027,22.765,0.63,1.041,1.021,2,2,4,0
7:15,6BLTE,5.962,4.042,2.549,0.38,48.879,46.915,1.061,0.01,3,3,6,0
2:15,8BLTE,2.93,0.707,0.183,0.023,9.054,0.646,1.041,1.021,3,2,5,0
19:00,3ALTE,14.046,1.92,0.548,0.066,21.431,2.149,1.243,1.101,5,4,9,0
19:15,5CLTE,18.694,2.728,0.547,0.073,19.418,1.002,1.314,1.101,6,5,11,0
4:00,4CLTE,5.255,0.505,0.015,0.01,0.211,0.15,1.031,1.031,3,2,5,0
10:30,7CLTE,0.1,0.398,0.045,0.014,3.542,0.296,1.035,0.01,2,2,4,1
16:30,10CLTE,6.77,0.808,0.187,0.029,4.673,0.295,1.101,1.031,4,2,6,0
14:30,7BLTE,0.199,0.995,0.324,0.036,15.491,0.697,1.154,0.01,4,3,7,1
3:30,6VLTE,0.909,1.617,0.28,0.023,7.15,0.32,1.081,0.01,3,3,6,0
